Date, OperationType, DocumentType, PolicyNumber, Topic
2023-11-24T01:02:18+00:00,Successfully sent, DELINQUENCY_COVERED_EVENT , 93944047 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T01:02:17+00:00,Successfully sent, DELINQUENCY_COVERED_EVENT , 93446026 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T01:02:17+00:00,Successfully sent, DELINQUENCY_COVERED_EVENT , 94051512 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T01:02:16+00:00,Successfully sent, DELINQUENCY_COVERED_EVENT , 79313016 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T01:02:14+00:00,Successfully sent, DELINQUENCY_COVERED_EVENT , 93273547 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T01:02:09+00:00,Successfully sent, DELINQUENCY_COVERED_EVENT , P0001572773 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T01:02:08+00:00,Successfully sent, DELINQUENCY_COVERED_EVENT , 78574032 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T01:02:06+00:00,Successfully sent, DELINQUENCY_COVERED_EVENT , 93156927 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T01:02:04+00:00,Successfully sent, DELINQUENCY_COVERED_EVENT , 92939577 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T01:02:00+00:00,Successfully sent, DELINQUENCY_COVERED_EVENT , 94384725 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T01:02:00+00:00,Successfully sent, DELINQUENCY_COVERED_EVENT , 89015199 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T01:01:56+00:00,Successfully sent, DELINQUENCY_COVERED_EVENT , 93520683 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T01:01:54+00:00,Successfully sent, DELINQUENCY_COVERED_EVENT , 94287088 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T01:01:50+00:00,Successfully sent, DELINQUENCY_COVERED_EVENT , 91139841 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T01:01:48+00:00,Successfully sent, DELINQUENCY_COVERED_EVENT , 55067842 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T01:01:38+00:00,Successfully sent, DELINQUENCY_COVERED_EVENT , 94280937 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T01:01:36+00:00,Successfully sent, DELINQUENCY_COVERED_EVENT , P0001178653 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T01:01:36+00:00,Successfully sent, DELINQUENCY_COVERED_EVENT , 94402051 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T01:01:34+00:00,Successfully sent, DELINQUENCY_COVERED_EVENT , P0001655253 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T01:01:32+00:00,Successfully sent, DELINQUENCY_COVERED_EVENT , 92951541 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T01:01:30+00:00,Successfully sent, DELINQUENCY_COVERED_EVENT , 79643668 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T01:01:28+00:00,Successfully sent, DELINQUENCY_COVERED_EVENT , 82136184 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T01:01:28+00:00,Successfully sent, DELINQUENCY_COVERED_EVENT , 93954710 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T01:01:28+00:00,Successfully sent, DELINQUENCY_COVERED_EVENT , 78546848 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T01:01:26+00:00,Successfully sent, DELINQUENCY_COVERED_EVENT , 75311932 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T01:01:26+00:00,Successfully sent, DELINQUENCY_COVERED_EVENT , 93953458 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T01:01:25+00:00,Successfully sent, DELINQUENCY_COVERED_EVENT , 93959515 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-24T01:01:23+00:00,Successfully sent, DELINQUENCY_COVERED_EVENT , 93280458 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.2 .
2023-11-23T22:04:37+00:00,Successfully sent, RECURRING_PAYMENT_FAILED_EVENT , P0001710366 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:04:36+00:00,Successfully sent, RECURRING_PAYMENT_FAILED_EVENT , P0001707959 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:04:35+00:00,Successfully sent, RECURRING_PAYMENT_FAILED_EVENT , P0001713447 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:04:33+00:00,Successfully sent, RECURRING_PAYMENT_FAILED_EVENT , P0001712641 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:04:29+00:00,Successfully sent, RECURRING_PAYMENT_FAILED_EVENT , P0001624781 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:04:29+00:00,Successfully sent, RECURRING_PAYMENT_FAILED_EVENT , P0001673752 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:04:27+00:00,Successfully sent, RECURRING_PAYMENT_FAILED_EVENT , P0001543152 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:04:27+00:00,Successfully sent, RECURRING_PAYMENT_FAILED_EVENT , P0001623476 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:04:25+00:00,Successfully sent, RECURRING_PAYMENT_FAILED_EVENT , P0001333829 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:04:24+00:00,Successfully sent, RECURRING_PAYMENT_FAILED_EVENT , P0001625179 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:04:23+00:00,Successfully sent, RECURRING_PAYMENT_FAILED_EVENT , P0001333577 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:04:23+00:00,Successfully sent, RECURRING_PAYMENT_FAILED_EVENT , P0001623529 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:04:21+00:00,Successfully sent, RECURRING_PAYMENT_FAILED_EVENT , P0001544298 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:04:19+00:00,Successfully sent, RECURRING_PAYMENT_FAILED_EVENT , P0001622403 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:04:19+00:00,Successfully sent, RECURRING_PAYMENT_FAILED_EVENT , P0001523961 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:04:17+00:00,Successfully sent, RECURRING_PAYMENT_FAILED_EVENT , P0001257922 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:04:17+00:00,Successfully sent, RECURRING_PAYMENT_FAILED_EVENT , P0001334294 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:04:17+00:00,Successfully sent, RECURRING_PAYMENT_FAILED_EVENT , P0001621912 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:04:15+00:00,Successfully sent, RECURRING_PAYMENT_FAILED_EVENT , P0001333922 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:04:15+00:00,Successfully sent, RECURRING_PAYMENT_FAILED_EVENT , 94602149 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:04:14+00:00,Successfully sent, RECURRING_PAYMENT_FAILED_EVENT , P0001625241 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:04:14+00:00,Successfully sent, RECURRING_PAYMENT_FAILED_EVENT , 94597677 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:04:13+00:00,Successfully sent, RECURRING_PAYMENT_FAILED_EVENT , P0001544923 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:04:13+00:00,Successfully sent, RECURRING_PAYMENT_FAILED_EVENT , P0001181063 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:04:13+00:00,Successfully sent, RECURRING_PAYMENT_FAILED_EVENT , P0001320833 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:04:12+00:00,Successfully sent, RECURRING_PAYMENT_FAILED_EVENT , 94395992 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:04:11+00:00,Successfully sent, RECURRING_PAYMENT_FAILED_EVENT , P0001622768 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:04:11+00:00,Successfully sent, RECURRING_PAYMENT_FAILED_EVENT , P0001331799 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:04:11+00:00,Successfully sent, RECURRING_PAYMENT_FAILED_EVENT , P0001167393 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:04:09+00:00,Successfully sent, RECURRING_PAYMENT_FAILED_EVENT , P0001470976 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:04:09+00:00,Successfully sent, RECURRING_PAYMENT_FAILED_EVENT , 94202017 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:04:07+00:00,Successfully sent, RECURRING_PAYMENT_FAILED_EVENT , P0001072941 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:04:07+00:00,Successfully sent, RECURRING_PAYMENT_FAILED_EVENT , 94200665 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:04:07+00:00,Successfully sent, RECURRING_PAYMENT_FAILED_EVENT , P0001186715 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:04:05+00:00,Successfully sent, RECURRING_PAYMENT_FAILED_EVENT , P0001334308 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:04:05+00:00,Successfully sent, RECURRING_PAYMENT_FAILED_EVENT , P0001187735 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:04:05+00:00,Successfully sent, RECURRING_PAYMENT_FAILED_EVENT , P0001187646 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:04:05+00:00,Successfully sent, RECURRING_PAYMENT_FAILED_EVENT , P0000972414 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:04:04+00:00,Successfully sent, RECURRING_PAYMENT_FAILED_EVENT , P0001041882 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:04:03+00:00,Successfully sent, RECURRING_PAYMENT_FAILED_EVENT , 93850303 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:04:03+00:00,Successfully sent, RECURRING_PAYMENT_FAILED_EVENT , P0001058170 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:04:03+00:00,Successfully sent, RECURRING_PAYMENT_FAILED_EVENT , P0000833154 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:04:01+00:00,Successfully sent, RECURRING_PAYMENT_FAILED_EVENT , 94402140 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:04:01+00:00,Successfully sent, RECURRING_PAYMENT_FAILED_EVENT , P0000806669 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:04:01+00:00,Successfully sent, RECURRING_PAYMENT_FAILED_EVENT , P0000851997 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:03:59+00:00,Successfully sent, RECURRING_PAYMENT_FAILED_EVENT , P0001063410 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:03:57+00:00,Successfully sent, RECURRING_PAYMENT_FAILED_EVENT , 94185670 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:03:56+00:00,Successfully sent, RECURRING_PAYMENT_FAILED_EVENT , 94601910 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:03:55+00:00,Successfully sent, RECURRING_PAYMENT_FAILED_EVENT , 94196792 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:03:54+00:00,Successfully sent, RECURRING_PAYMENT_FAILED_EVENT , 93863001 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:03:53+00:00,Successfully sent, RECURRING_PAYMENT_FAILED_EVENT , 94597731 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:03:53+00:00,Successfully sent, RECURRING_PAYMENT_FAILED_EVENT , 94399655 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:03:52+00:00,Successfully sent, RECURRING_PAYMENT_FAILED_EVENT , 94177984 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:03:51+00:00,Successfully sent, RECURRING_PAYMENT_FAILED_EVENT , 92288898 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:03:51+00:00,Successfully sent, RECURRING_PAYMENT_FAILED_EVENT , 89452386 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:03:50+00:00,Successfully sent, RECURRING_PAYMENT_FAILED_EVENT , 93433187 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:03:49+00:00,Successfully sent, RECURRING_PAYMENT_FAILED_EVENT , 93638072 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:03:49+00:00,Successfully sent, RECURRING_PAYMENT_FAILED_EVENT , 91667649 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:03:48+00:00,Successfully sent, RECURRING_PAYMENT_FAILED_EVENT , 85976094 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:03:47+00:00,Successfully sent, RECURRING_PAYMENT_FAILED_EVENT , 91666259 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:03:47+00:00,Successfully sent, RECURRING_PAYMENT_FAILED_EVENT , 90416073 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:03:46+00:00,Successfully sent, RECURRING_PAYMENT_FAILED_EVENT , 90575357 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:03:45+00:00,Successfully sent, RECURRING_PAYMENT_FAILED_EVENT , 92881034 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:03:45+00:00,Successfully sent, RECURRING_PAYMENT_FAILED_EVENT , 89529841 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:03:44+00:00,Successfully sent, RECURRING_PAYMENT_FAILED_EVENT , 72261232 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:03:43+00:00,Successfully sent, RECURRING_PAYMENT_FAILED_EVENT , 65035436 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:03:43+00:00,Successfully sent, RECURRING_PAYMENT_FAILED_EVENT , 89198181 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:03:43+00:00,Successfully sent, RECURRING_PAYMENT_FAILED_EVENT , 74838774 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:03:42+00:00,Successfully sent, RECURRING_PAYMENT_FAILED_EVENT , 63493258 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:03:14+00:00,Successfully sent, RECURRING_PAYMENT_FAILED_EVENT , 93852113 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:03:08+00:00,Successfully sent, RECURRING_PAYMENT_FAILED_EVENT , 93112221 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:03:06+00:00,Successfully sent, RECURRING_PAYMENT_FAILED_EVENT , 94394314 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:03:04+00:00,Successfully sent, RECURRING_PAYMENT_FAILED_EVENT , 92573475 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:03:04+00:00,Successfully sent, RECURRING_PAYMENT_FAILED_EVENT , 91510282 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:03:02+00:00,Successfully sent, RECURRING_PAYMENT_FAILED_EVENT , 94401330 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:03:01+00:00,Successfully sent, RECURRING_PAYMENT_FAILED_EVENT , 91465233 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:03:00+00:00,Successfully sent, RECURRING_PAYMENT_FAILED_EVENT , 91350274 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:02:59+00:00,Successfully sent, RECURRING_PAYMENT_FAILED_EVENT , 94399813 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:02:58+00:00,Successfully sent, RECURRING_PAYMENT_FAILED_EVENT , 88532277 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:02:57+00:00,Successfully sent, RECURRING_PAYMENT_FAILED_EVENT , 94584782 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:02:56+00:00,Successfully sent, RECURRING_PAYMENT_FAILED_EVENT , 87041791 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:02:55+00:00,Successfully sent, RECURRING_PAYMENT_FAILED_EVENT , 93767459 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:02:54+00:00,Successfully sent, RECURRING_PAYMENT_FAILED_EVENT , 86126969 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:02:53+00:00,Successfully sent, RECURRING_PAYMENT_FAILED_EVENT , 90925502 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:02:51+00:00,Successfully sent, RECURRING_PAYMENT_FAILED_EVENT , 86590293 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:02:49+00:00,Successfully sent, RECURRING_PAYMENT_FAILED_EVENT , 88443379 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:02:48+00:00,Successfully sent, RECURRING_PAYMENT_FAILED_EVENT , 88529230 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:02:47+00:00,Successfully sent, RECURRING_PAYMENT_FAILED_EVENT , 64434397 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:02:46+00:00,Successfully sent, RECURRING_PAYMENT_FAILED_EVENT , 83583135 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:02:45+00:00,Successfully sent, RECURRING_PAYMENT_FAILED_EVENT , 82141374 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:02:45+00:00,Successfully sent, RECURRING_PAYMENT_FAILED_EVENT , 84897044 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:02:44+00:00,Successfully sent, RECURRING_PAYMENT_FAILED_EVENT , 73859263 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:02:43+00:00,Successfully sent, RECURRING_PAYMENT_FAILED_EVENT , 73856938 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:02:43+00:00,Successfully sent, RECURRING_PAYMENT_FAILED_EVENT , 44167715 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:01:40+00:00,Successfully sent, DIRECT_DEBIT_MANDATE_CANCELLED_EVENT , 80905216 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:01:38+00:00,Successfully sent, DIRECT_DEBIT_MANDATE_CANCELLED_EVENT , P0000822653 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:01:38+00:00,Successfully sent, DIRECT_DEBIT_MANDATE_CANCELLED_EVENT , P0001679604 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:01:31+00:00,Successfully sent, DIRECT_DEBIT_MANDATE_CANCELLED_EVENT , 91667649 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:01:30+00:00,Successfully sent, DIRECT_DEBIT_MANDATE_CANCELLED_EVENT , 90100794 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:01:30+00:00,Successfully sent, DIRECT_DEBIT_MANDATE_CANCELLED_EVENT , 94402140 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:01:30+00:00,Successfully sent, DIRECT_DEBIT_MANDATE_CANCELLED_EVENT , 86991343 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:01:24+00:00,Successfully sent, DIRECT_DEBIT_MANDATE_CANCELLED_EVENT , 94489213 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:01:24+00:00,Successfully sent, DIRECT_DEBIT_MANDATE_CANCELLED_EVENT , 86844905 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:01:14+00:00,Successfully sent, DIRECT_DEBIT_MANDATE_CANCELLED_EVENT , 85303250 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:01:10+00:00,Successfully sent, DIRECT_DEBIT_MANDATE_CANCELLED_EVENT , 86527942 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:01:05+00:00,Successfully sent, DIRECT_DEBIT_MANDATE_CANCELLED_EVENT , 93727591 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:01:04+00:00,Successfully sent, DIRECT_DEBIT_MANDATE_CANCELLED_EVENT , 94438545 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:01:04+00:00,Successfully sent, DIRECT_DEBIT_MANDATE_CANCELLED_EVENT , 91393718 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:01:03+00:00,Successfully sent, DIRECT_DEBIT_MANDATE_CANCELLED_EVENT , 76381749 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:01:02+00:00,Successfully sent, DIRECT_DEBIT_MANDATE_CANCELLED_EVENT , 75295645 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:01:01+00:00,Successfully sent, DIRECT_DEBIT_MANDATE_CANCELLED_EVENT , 45710013 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:01:00+00:00,Successfully sent, DIRECT_DEBIT_MANDATE_CANCELLED_EVENT , 79145654 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:01:00+00:00,Successfully sent, DIRECT_DEBIT_MANDATE_CANCELLED_EVENT , 40807434 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:01:00+00:00,Successfully sent, DIRECT_DEBIT_MANDATE_CANCELLED_EVENT , 44366073 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:00:59+00:00,Successfully sent, DIRECT_DEBIT_MANDATE_CANCELLED_EVENT , 53966729 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:00:43+00:00,Successfully sent, DIRECT_DEBIT_MANDATE_CANCELLED_EVENT , P0001751543 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:00:41+00:00,Successfully sent, DIRECT_DEBIT_MANDATE_CANCELLED_EVENT , 88542264 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:00:39+00:00,Successfully sent, DIRECT_DEBIT_MANDATE_CANCELLED_EVENT , P0001544365 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:00:39+00:00,Successfully sent, DIRECT_DEBIT_MANDATE_CANCELLED_EVENT , P0000826536 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:00:37+00:00,Successfully sent, DIRECT_DEBIT_MANDATE_CANCELLED_EVENT , P0000802539 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:00:37+00:00,Successfully sent, DIRECT_DEBIT_MANDATE_CANCELLED_EVENT , P0000821063 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:00:37+00:00,Successfully sent, DIRECT_DEBIT_MANDATE_CANCELLED_EVENT , P0000816719 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:00:36+00:00,Successfully sent, DIRECT_DEBIT_MANDATE_CANCELLED_EVENT , P0001060028 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:00:36+00:00,Successfully sent, DIRECT_DEBIT_MANDATE_CANCELLED_EVENT , P0000821414 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:00:35+00:00,Successfully sent, DIRECT_DEBIT_MANDATE_CANCELLED_EVENT , P0000812472 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:00:35+00:00,Successfully sent, DIRECT_DEBIT_MANDATE_CANCELLED_EVENT , P0001294069 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:00:34+00:00,Successfully sent, DIRECT_DEBIT_MANDATE_CANCELLED_EVENT , P0001286897 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:00:34+00:00,Successfully sent, DIRECT_DEBIT_MANDATE_CANCELLED_EVENT , P0001686076 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:00:34+00:00,Successfully sent, DIRECT_DEBIT_MANDATE_CANCELLED_EVENT , P0000840780 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:00:30+00:00,Successfully sent, DIRECT_DEBIT_MANDATE_CANCELLED_EVENT , P0001606689 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:00:30+00:00,Successfully sent, DIRECT_DEBIT_MANDATE_CANCELLED_EVENT , P0001160777 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:00:30+00:00,Successfully sent, DIRECT_DEBIT_MANDATE_CANCELLED_EVENT , P0000855466 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
2023-11-23T22:00:30+00:00,Successfully sent, DIRECT_DEBIT_MANDATE_CANCELLED_EVENT , P0001080939 , awie.cck.g3.prod.esure.billing.events.DocumentEvent.1 .
