Date, OperationType, DocumentType, PolicyNumber
2023-11-24T03:09:06+00:00,Received message ,CANCELLATION_NOTICE_EVENT, 94339684
2023-11-24T03:09:06+00:00,Received message ,CANCELLATION_NOTICE_EVENT, P0001134210
2023-11-24T03:09:06+00:00,Received message ,CANCELLATION_NOTICE_EVENT, P0001593930
2023-11-24T03:09:05+00:00,Received message ,CANCELLATION_NOTICE_EVENT, 90121220
2023-11-24T03:09:05+00:00,Received message ,CANCELLATION_NOTICE_EVENT, 86372124
2023-11-24T03:09:05+00:00,Received message ,CANCELLATION_NOTICE_EVENT, P0001237066
2023-11-24T03:09:05+00:00,Received message ,CANCELLATION_NOTICE_EVENT, P0001510168
2023-11-24T03:09:04+00:00,Received message ,CANCELLATION_NOTICE_EVENT, P0001085163
2023-11-24T03:09:04+00:00,Received message ,CANCELLATION_NOTICE_EVENT, 89772764
2023-11-24T03:09:03+00:00,Received message ,CANCELLATION_NOTICE_EVENT, P0001155678
2023-11-24T03:09:03+00:00,Received message ,CANCELLATION_NOTICE_EVENT, P0001155593
2023-11-24T03:09:03+00:00,Received message ,CANCELLATION_NOTICE_EVENT, 94482586
2023-11-24T03:09:02+00:00,Received message ,CANCELLATION_NOTICE_EVENT, 94337508
2023-11-24T03:09:02+00:00,Received message ,CANCELLATION_NOTICE_EVENT, P0001307208
2023-11-24T03:09:01+00:00,Received message ,CANCELLATION_NOTICE_EVENT, P0000917900
2023-11-24T03:09:01+00:00,Received message ,CANCELLATION_NOTICE_EVENT, P0001165574
2023-11-24T03:09:01+00:00,Received message ,CANCELLATION_NOTICE_EVENT, P0001518492
2023-11-24T03:09:00+00:00,Received message ,CANCELLATION_NOTICE_EVENT, P0001233317
2023-11-24T03:09:00+00:00,Received message ,CANCELLATION_NOTICE_EVENT, 81047652
2023-11-24T03:09:00+00:00,Received message ,CANCELLATION_NOTICE_EVENT, 83871559
2023-11-24T03:08:59+00:00,Received message ,CANCELLATION_NOTICE_EVENT, P0000987507
2023-11-24T03:08:59+00:00,Received message ,CANCELLATION_NOTICE_EVENT, P0001524989
2023-11-24T03:08:59+00:00,Received message ,CANCELLATION_NOTICE_EVENT, P0001396338
2023-11-24T03:08:58+00:00,Received message ,CANCELLATION_NOTICE_EVENT, 83514032
2023-11-24T03:08:58+00:00,Received message ,CANCELLATION_NOTICE_EVENT, P0001651691
2023-11-24T03:08:58+00:00,Received message ,CANCELLATION_NOTICE_EVENT, P0001575069
2023-11-24T03:08:58+00:00,Received message ,CANCELLATION_NOTICE_EVENT, P0001644176
2023-11-24T03:08:57+00:00,Received message ,CANCELLATION_NOTICE_EVENT, P0001500579
2023-11-24T03:08:57+00:00,Received message ,CANCELLATION_NOTICE_EVENT, 90728332
2023-11-24T03:08:57+00:00,Received message ,CANCELLATION_NOTICE_EVENT, 80006280
2023-11-24T03:08:56+00:00,Received message ,CANCELLATION_NOTICE_EVENT, P0001652393
2023-11-24T03:08:56+00:00,Received message ,CANCELLATION_NOTICE_EVENT, 94495329
2023-11-24T03:08:56+00:00,Received message ,CANCELLATION_NOTICE_EVENT, P0001667547
2023-11-24T03:08:55+00:00,Received message ,CANCELLATION_NOTICE_EVENT, P0001399712
2023-11-24T03:08:55+00:00,Received message ,CANCELLATION_NOTICE_EVENT, P0001664832
2023-11-24T03:08:55+00:00,Received message ,CANCELLATION_NOTICE_EVENT, P0001575376
2023-11-24T03:08:55+00:00,Received message ,CANCELLATION_NOTICE_EVENT, 94482089
2023-11-24T03:08:54+00:00,Received message ,CANCELLATION_NOTICE_EVENT, 31160825
2023-11-24T03:08:54+00:00,Received message ,CANCELLATION_NOTICE_EVENT, P0001305142
2023-11-24T03:08:54+00:00,Received message ,CANCELLATION_NOTICE_EVENT, P0001665676
2023-11-24T03:08:53+00:00,Received message ,CANCELLATION_NOTICE_EVENT, P0001660676
2023-11-24T03:08:53+00:00,Received message ,CANCELLATION_NOTICE_EVENT, P0001607119
2023-11-24T03:08:53+00:00,Received message ,CANCELLATION_NOTICE_EVENT, P0001623454
2023-11-24T03:08:53+00:00,Received message ,CANCELLATION_NOTICE_EVENT, P0001218751
2023-11-24T03:08:52+00:00,Received message ,CANCELLATION_NOTICE_EVENT, 93992325
2023-11-24T03:08:52+00:00,Received message ,CANCELLATION_NOTICE_EVENT, 92810719
2023-11-24T03:08:52+00:00,Received message ,CANCELLATION_NOTICE_EVENT, 51620520
2023-11-24T03:08:51+00:00,Received message ,CANCELLATION_NOTICE_EVENT, 94028336
2023-11-24T03:08:51+00:00,Received message ,CANCELLATION_NOTICE_EVENT, P0001507648
2023-11-24T03:08:51+00:00,Received message ,CANCELLATION_NOTICE_EVENT, P0001182737
2023-11-24T03:08:50+00:00,Received message ,CANCELLATION_NOTICE_EVENT, P0001214454
2023-11-24T03:08:50+00:00,Received message ,CANCELLATION_NOTICE_EVENT, 89066732
2023-11-24T03:08:50+00:00,Received message ,CANCELLATION_NOTICE_EVENT, 41914674
2023-11-24T03:08:49+00:00,Received message ,CANCELLATION_NOTICE_EVENT, 91149947
2023-11-24T03:08:49+00:00,Received message ,CANCELLATION_NOTICE_EVENT, P0001498914
2023-11-24T03:08:49+00:00,Received message ,CANCELLATION_NOTICE_EVENT, 90042835
2023-11-24T03:08:48+00:00,Received message ,CANCELLATION_NOTICE_EVENT, 90366686
2023-11-24T03:08:48+00:00,Received message ,CANCELLATION_NOTICE_EVENT, P0001154196
2023-11-24T03:08:48+00:00,Received message ,CANCELLATION_NOTICE_EVENT, P0001557197
2023-11-24T03:08:47+00:00,Received message ,CANCELLATION_NOTICE_EVENT, P0001665486
2023-11-24T03:08:47+00:00,Received message ,CANCELLATION_NOTICE_EVENT, P0001662742
2023-11-24T03:08:47+00:00,Received message ,CANCELLATION_NOTICE_EVENT, P0000807332
2023-11-24T03:08:47+00:00,Received message ,CANCELLATION_NOTICE_EVENT, P0001665410
2023-11-24T03:08:46+00:00,Received message ,CANCELLATION_NOTICE_EVENT, P0001577849
2023-11-24T03:08:46+00:00,Received message ,CANCELLATION_NOTICE_EVENT, 92307818
2023-11-24T03:08:46+00:00,Received message ,CANCELLATION_NOTICE_EVENT, 85075521
2023-11-24T03:08:45+00:00,Received message ,CANCELLATION_NOTICE_EVENT, P0001392070
2023-11-24T03:08:45+00:00,Received message ,CANCELLATION_NOTICE_EVENT, 93543065
2023-11-24T03:08:45+00:00,Received message ,CANCELLATION_NOTICE_EVENT, P0001607426
2023-11-24T03:08:44+00:00,Received message ,CANCELLATION_NOTICE_EVENT, 75825716
2023-11-24T03:08:44+00:00,Received message ,CANCELLATION_NOTICE_EVENT, 84671726
2023-11-24T03:08:44+00:00,Received message ,CANCELLATION_NOTICE_EVENT, 94445031
2023-11-24T03:08:43+00:00,Received message ,CANCELLATION_NOTICE_EVENT, 90425419
2023-11-24T03:08:43+00:00,Received message ,CANCELLATION_NOTICE_EVENT, 94288356
2023-11-24T03:08:43+00:00,Received message ,CANCELLATION_NOTICE_EVENT, 93767661
2023-11-24T03:08:42+00:00,Received message ,CANCELLATION_NOTICE_EVENT, 94473570
2023-11-24T03:08:42+00:00,Received message ,CANCELLATION_NOTICE_EVENT, 90070567
2023-11-24T03:08:42+00:00,Received message ,CANCELLATION_NOTICE_EVENT, 88693123
2023-11-24T03:08:41+00:00,Received message ,CANCELLATION_NOTICE_EVENT, P0001367114
2023-11-24T03:08:41+00:00,Received message ,CANCELLATION_NOTICE_EVENT, P0001467472
2023-11-24T02:09:39+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, 90304661
2023-11-24T02:09:39+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, P0001628575
2023-11-24T02:09:39+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, 90317176
2023-11-24T02:09:38+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, 94105277
2023-11-24T02:09:38+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, 80832800
2023-11-24T02:09:38+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, 43011851
2023-11-24T02:09:38+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, P0001340699
2023-11-24T02:09:37+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, 46125905
2023-11-24T02:09:37+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, 40237090
2023-11-24T02:09:37+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, 93658819
2023-11-24T02:09:37+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, P0001075178
2023-11-24T02:09:36+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, 46475536
2023-11-24T02:09:36+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, P0001191026
2023-11-24T02:09:36+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, 75199330
2023-11-24T02:09:35+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, P0001637994
2023-11-24T02:09:35+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, 93655197
2023-11-24T02:09:35+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, 88264447
2023-11-24T02:09:35+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, 65785323
2023-11-24T02:09:34+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, P0001722414
2023-11-24T02:09:34+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, P0001089373
2023-11-24T02:09:34+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, 94211987
2023-11-24T02:09:33+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, 89927444
2023-11-24T02:09:33+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, 93662135
2023-11-24T01:02:40+00:00,Received message ,DELINQUENCY_COVERED_EVENT, 92946396
2023-11-24T01:02:40+00:00,Received message ,DELINQUENCY_COVERED_EVENT, 79855839
2023-11-24T01:02:39+00:00,Received message ,DELINQUENCY_COVERED_EVENT, 93277530
2023-11-24T01:02:39+00:00,Received message ,DELINQUENCY_COVERED_EVENT, P0001385716
2023-11-24T01:02:39+00:00,Received message ,DELINQUENCY_COVERED_EVENT, 92874938
2023-11-24T01:02:38+00:00,Received message ,DELINQUENCY_COVERED_EVENT, 46644091
2023-11-24T01:02:35+00:00,Received message ,DELINQUENCY_COVERED_EVENT, 41910770
2023-11-24T01:02:34+00:00,Received message ,DELINQUENCY_COVERED_EVENT, 81472919
2023-11-24T01:02:32+00:00,Received message ,DELINQUENCY_COVERED_EVENT, 93951069
2023-11-24T01:02:32+00:00,Received message ,DELINQUENCY_COVERED_EVENT, 35857895
2023-11-24T01:02:28+00:00,Received message ,DELINQUENCY_COVERED_EVENT, P0001654287
2023-11-24T01:02:28+00:00,Received message ,DELINQUENCY_COVERED_EVENT, 80784677
2023-11-24T01:02:24+00:00,Received message ,DELINQUENCY_COVERED_EVENT, 50869538
2023-11-24T01:02:22+00:00,Received message ,DELINQUENCY_COVERED_EVENT, 86778409
2023-11-24T01:02:22+00:00,Received message ,DELINQUENCY_COVERED_EVENT, P0001223890
2023-11-24T01:02:20+00:00,Received message ,DELINQUENCY_COVERED_EVENT, P0001389514
2023-11-24T01:02:18+00:00,Received message ,DELINQUENCY_COVERED_EVENT, 93944047
2023-11-24T01:02:17+00:00,Received message ,DELINQUENCY_COVERED_EVENT, 93446026
2023-11-24T01:02:16+00:00,Received message ,DELINQUENCY_COVERED_EVENT, 94051512
2023-11-24T01:02:16+00:00,Received message ,DELINQUENCY_COVERED_EVENT, 79313016
2023-11-24T01:02:14+00:00,Received message ,DELINQUENCY_COVERED_EVENT, 93273547
2023-11-24T01:02:08+00:00,Received message ,DELINQUENCY_COVERED_EVENT, P0001572773
2023-11-24T01:02:08+00:00,Received message ,DELINQUENCY_COVERED_EVENT, 78574032
2023-11-24T01:02:06+00:00,Received message ,DELINQUENCY_COVERED_EVENT, 93156927
2023-11-24T01:02:04+00:00,Received message ,DELINQUENCY_COVERED_EVENT, 92939577
2023-11-24T01:02:00+00:00,Received message ,DELINQUENCY_COVERED_EVENT, 94384725
2023-11-24T01:02:00+00:00,Received message ,DELINQUENCY_COVERED_EVENT, 89015199
2023-11-24T01:01:56+00:00,Received message ,DELINQUENCY_COVERED_EVENT, 93520683
2023-11-24T01:01:53+00:00,Received message ,DELINQUENCY_COVERED_EVENT, 94287088
2023-11-24T01:01:49+00:00,Received message ,DELINQUENCY_COVERED_EVENT, 91139841
2023-11-24T01:01:47+00:00,Received message ,DELINQUENCY_COVERED_EVENT, 55067842
2023-11-24T01:01:37+00:00,Received message ,DELINQUENCY_COVERED_EVENT, 94280937
2023-11-24T01:01:36+00:00,Received message ,DELINQUENCY_COVERED_EVENT, P0001178653
2023-11-24T01:01:35+00:00,Received message ,DELINQUENCY_COVERED_EVENT, 94402051
2023-11-24T01:01:33+00:00,Received message ,DELINQUENCY_COVERED_EVENT, P0001655253
2023-11-24T01:01:31+00:00,Received message ,DELINQUENCY_COVERED_EVENT, 92951541
2023-11-24T01:01:29+00:00,Received message ,DELINQUENCY_COVERED_EVENT, 79643668
2023-11-24T01:01:28+00:00,Received message ,DELINQUENCY_COVERED_EVENT, 82136184
2023-11-24T01:01:28+00:00,Received message ,DELINQUENCY_COVERED_EVENT, 93954710
2023-11-24T01:01:27+00:00,Received message ,DELINQUENCY_COVERED_EVENT, 78546848
2023-11-24T01:01:26+00:00,Received message ,DELINQUENCY_COVERED_EVENT, 75311932
2023-11-24T01:01:25+00:00,Received message ,DELINQUENCY_COVERED_EVENT, 93953458
2023-11-24T01:01:25+00:00,Received message ,DELINQUENCY_COVERED_EVENT, 93959515
2023-11-24T01:01:23+00:00,Received message ,DELINQUENCY_COVERED_EVENT, 93280458
2023-11-23T22:04:37+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, P0001710366
2023-11-23T22:04:35+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, P0001707959
2023-11-23T22:04:35+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, P0001713447
2023-11-23T22:04:33+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, P0001712641
2023-11-23T22:04:29+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, P0001624781
2023-11-23T22:04:29+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, P0001673752
2023-11-23T22:04:27+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, P0001543152
2023-11-23T22:04:27+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, P0001623476
2023-11-23T22:04:25+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, P0001333829
2023-11-23T22:04:23+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, P0001625179
2023-11-23T22:04:23+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, P0001333577
2023-11-23T22:04:23+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, P0001623529
2023-11-23T22:04:21+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, P0001544298
2023-11-23T22:04:19+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, P0001622403
2023-11-23T22:04:19+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, P0001523961
2023-11-23T22:04:17+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, P0001257922
2023-11-23T22:04:17+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, P0001334294
2023-11-23T22:04:17+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, P0001621912
2023-11-23T22:04:15+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, P0001333922
2023-11-23T22:04:15+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, 94602149
2023-11-23T22:04:14+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, P0001625241
2023-11-23T22:04:13+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, 94597677
2023-11-23T22:04:13+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, P0001544923
2023-11-23T22:04:13+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, P0001181063
2023-11-23T22:04:13+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, P0001320833
2023-11-23T22:04:11+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, 94395992
2023-11-23T22:04:11+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, P0001622768
2023-11-23T22:04:11+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, P0001331799
2023-11-23T22:04:11+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, P0001167393
2023-11-23T22:04:09+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, P0001470976
2023-11-23T22:04:08+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, 94202017
2023-11-23T22:04:07+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, P0001072941
2023-11-23T22:04:07+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, 94200665
2023-11-23T22:04:06+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, P0001186715
2023-11-23T22:04:05+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, P0001334308
2023-11-23T22:04:05+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, P0001187735
2023-11-23T22:04:05+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, P0001187646
2023-11-23T22:04:04+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, P0000972414
2023-11-23T22:04:03+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, P0001041882
2023-11-23T22:04:03+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, 93850303
2023-11-23T22:04:03+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, P0001058170
2023-11-23T22:04:02+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, P0000833154
2023-11-23T22:04:01+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, 94402140
2023-11-23T22:04:01+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, P0000806669
2023-11-23T22:04:00+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, P0000851997
2023-11-23T22:03:58+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, P0001063410
2023-11-23T22:03:56+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, 94185670
2023-11-23T22:03:56+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, 94601910
2023-11-23T22:03:54+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, 94196792
2023-11-23T22:03:54+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, 93863001
2023-11-23T22:03:53+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, 94597731
2023-11-23T22:03:52+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, 94399655
2023-11-23T22:03:52+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, 94177984
2023-11-23T22:03:51+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, 92288898
2023-11-23T22:03:50+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, 89452386
2023-11-23T22:03:50+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, 93433187
2023-11-23T22:03:49+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, 93638072
2023-11-23T22:03:48+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, 91667649
2023-11-23T22:03:48+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, 85976094
2023-11-23T22:03:47+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, 91666259
2023-11-23T22:03:46+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, 90416073
2023-11-23T22:03:46+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, 90575357
2023-11-23T22:03:45+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, 92881034
2023-11-23T22:03:44+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, 89529841
2023-11-23T22:03:44+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, 72261232
2023-11-23T22:03:43+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, 65035436
2023-11-23T22:03:43+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, 89198181
2023-11-23T22:03:42+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, 74838774
2023-11-23T22:03:42+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, 63493258
2023-11-23T22:03:13+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, 93852113
2023-11-23T22:03:07+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, 93112221
2023-11-23T22:03:05+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, 94394314
2023-11-23T22:03:04+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, 92573475
2023-11-23T22:03:03+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, 91510282
2023-11-23T22:03:01+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, 94401330
2023-11-23T22:03:01+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, 91465233
2023-11-23T22:02:59+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, 91350274
2023-11-23T22:02:59+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, 94399813
2023-11-23T22:02:57+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, 88532277
2023-11-23T22:02:57+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, 94584782
2023-11-23T22:02:55+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, 87041791
2023-11-23T22:02:55+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, 93767459
2023-11-23T22:02:53+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, 86126969
2023-11-23T22:02:53+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, 90925502
2023-11-23T22:02:51+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, 86590293
2023-11-23T22:02:49+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, 88443379
2023-11-23T22:02:47+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, 88529230
2023-11-23T22:02:47+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, 64434397
2023-11-23T22:02:45+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, 83583135
2023-11-23T22:02:45+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, 82141374
2023-11-23T22:02:45+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, 84897044
2023-11-23T22:02:43+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, 73859263
2023-11-23T22:02:43+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, 73856938
2023-11-23T22:02:43+00:00,Received message ,RECURRING_PAYMENT_FAILED_EVENT, 44167715
2023-11-23T22:01:40+00:00,Received message ,DIRECT_DEBIT_MANDATE_CANCELLED_EVENT, 80905216
2023-11-23T22:01:38+00:00,Received message ,DIRECT_DEBIT_MANDATE_CANCELLED_EVENT, P0000822653
2023-11-23T22:01:38+00:00,Received message ,DIRECT_DEBIT_MANDATE_CANCELLED_EVENT, P0001679604
2023-11-23T22:01:30+00:00,Received message ,DIRECT_DEBIT_MANDATE_CANCELLED_EVENT, 91667649
2023-11-23T22:01:30+00:00,Received message ,DIRECT_DEBIT_MANDATE_CANCELLED_EVENT, 90100794
2023-11-23T22:01:30+00:00,Received message ,DIRECT_DEBIT_MANDATE_CANCELLED_EVENT, 94402140
2023-11-23T22:01:30+00:00,Received message ,DIRECT_DEBIT_MANDATE_CANCELLED_EVENT, 86991343
2023-11-23T22:01:24+00:00,Received message ,DIRECT_DEBIT_MANDATE_CANCELLED_EVENT, 94489213
2023-11-23T22:01:24+00:00,Received message ,DIRECT_DEBIT_MANDATE_CANCELLED_EVENT, 86844905
2023-11-23T22:01:13+00:00,Received message ,DIRECT_DEBIT_MANDATE_CANCELLED_EVENT, 85303250
2023-11-23T22:01:09+00:00,Received message ,DIRECT_DEBIT_MANDATE_CANCELLED_EVENT, 86527942
2023-11-23T22:01:05+00:00,Received message ,DIRECT_DEBIT_MANDATE_CANCELLED_EVENT, 93727591
2023-11-23T22:01:04+00:00,Received message ,DIRECT_DEBIT_MANDATE_CANCELLED_EVENT, 94438545
2023-11-23T22:01:03+00:00,Received message ,DIRECT_DEBIT_MANDATE_CANCELLED_EVENT, 91393718
2023-11-23T22:01:03+00:00,Received message ,DIRECT_DEBIT_MANDATE_CANCELLED_EVENT, 76381749
2023-11-23T22:01:01+00:00,Received message ,DIRECT_DEBIT_MANDATE_CANCELLED_EVENT, 75295645
2023-11-23T22:01:01+00:00,Received message ,DIRECT_DEBIT_MANDATE_CANCELLED_EVENT, 45710013
2023-11-23T22:01:00+00:00,Received message ,DIRECT_DEBIT_MANDATE_CANCELLED_EVENT, 79145654
2023-11-23T22:01:00+00:00,Received message ,DIRECT_DEBIT_MANDATE_CANCELLED_EVENT, 40807434
2023-11-23T22:00:59+00:00,Received message ,DIRECT_DEBIT_MANDATE_CANCELLED_EVENT, 44366073
2023-11-23T22:00:59+00:00,Received message ,DIRECT_DEBIT_MANDATE_CANCELLED_EVENT, 53966729
2023-11-23T22:00:43+00:00,Received message ,DIRECT_DEBIT_MANDATE_CANCELLED_EVENT, P0001751543
2023-11-23T22:00:41+00:00,Received message ,DIRECT_DEBIT_MANDATE_CANCELLED_EVENT, 88542264
2023-11-23T22:00:39+00:00,Received message ,DIRECT_DEBIT_MANDATE_CANCELLED_EVENT, P0001544365
2023-11-23T22:00:39+00:00,Received message ,DIRECT_DEBIT_MANDATE_CANCELLED_EVENT, P0000826536
2023-11-23T22:00:37+00:00,Received message ,DIRECT_DEBIT_MANDATE_CANCELLED_EVENT, P0000802539
2023-11-23T22:00:37+00:00,Received message ,DIRECT_DEBIT_MANDATE_CANCELLED_EVENT, P0000821063
2023-11-23T22:00:36+00:00,Received message ,DIRECT_DEBIT_MANDATE_CANCELLED_EVENT, P0000816719
2023-11-23T22:00:36+00:00,Received message ,DIRECT_DEBIT_MANDATE_CANCELLED_EVENT, P0001060028
2023-11-23T22:00:35+00:00,Received message ,DIRECT_DEBIT_MANDATE_CANCELLED_EVENT, P0000821414
2023-11-23T22:00:35+00:00,Received message ,DIRECT_DEBIT_MANDATE_CANCELLED_EVENT, P0000812472
2023-11-23T22:00:34+00:00,Received message ,DIRECT_DEBIT_MANDATE_CANCELLED_EVENT, P0001294069
2023-11-23T22:00:34+00:00,Received message ,DIRECT_DEBIT_MANDATE_CANCELLED_EVENT, P0001286897
2023-11-23T22:00:34+00:00,Received message ,DIRECT_DEBIT_MANDATE_CANCELLED_EVENT, P0001686076
2023-11-23T22:00:33+00:00,Received message ,DIRECT_DEBIT_MANDATE_CANCELLED_EVENT, P0000840780
2023-11-23T22:00:30+00:00,Received message ,DIRECT_DEBIT_MANDATE_CANCELLED_EVENT, P0001606689
2023-11-23T22:00:30+00:00,Received message ,DIRECT_DEBIT_MANDATE_CANCELLED_EVENT, P0001160777
2023-11-23T22:00:30+00:00,Received message ,DIRECT_DEBIT_MANDATE_CANCELLED_EVENT, P0000855466
2023-11-23T22:00:29+00:00,Received message ,DIRECT_DEBIT_MANDATE_CANCELLED_EVENT, P0001080939
2023-11-23T22:00:29+00:00,Received message ,DIRECT_DEBIT_MANDATE_CANCELLED_EVENT, P0000811362
